status	ID_1	cognate_1	language_1	cognateID_results_1	cognateID_wiki_1		ID_2	cognate_2	language_2	cognateID_results_2	cognateID_wiki_2
tp	133	drinken	nl	48508	982		134	trinken	de	48508	982
tp	133	drinken	nl	48508	982		136	drink	en	48508	982
tp	134	trinken	de	48508	982		136	drink	en	48508	982
tp	132	drink	en	48508	997		136	drink	en	48508	997
tp	137	daughter	en	21580	1010		138	dochter	nl	21580	1010
tp	137	daughter	en	21580	1010		139	Tochter	de	21580	1010
tp	138	dochter	nl	21580	1010		139	Tochter	de	21580	1010
tp	144	donker	nl	29627	1029		145	dunkel	de	29627	1029
tp	148	door	en	22018	1042		149	deur	nl	22018	1042
tp	151	avond	nl	56	1061		152	Abend	de	56	1061
tp	154	ik	nl	35646	1070		155	ich	de	35646	1070
tp	157	aarde	nl	4291	1090		158	Erde	de	4291	1090
tp	162	adem	nl	1125	1107		163	Atem	de	1125	1107
tp	164	ader	nl	209	1109		165	Ader	de	209	1109
tp	167	father	en	22192	1110		168	vader	nl	22192	1110
tp	167	father	en	22192	1110		169	Vater	de	22192	1110
tp	168	vader	nl	22192	1110		169	Vater	de	22192	1110
tp	183	veer	nl	4811	1241		184	Feder	de	4811	1241
tp	183	veer	nl	4811	1241		185	feather	en	4811	1241
tp	184	Feder	de	4811	1241		185	feather	en	4811	1241
tp	186	vijand	nl	4907	1248		187	Feind	de	4907	1248
tp	191	finger	en	5341	1256		192	vinger	nl	5341	1256
tp	191	finger	en	5341	1256		193	Finger	de	5341	1256
tp	192	vinger	nl	5341	1256		193	Finger	de	5341	1256
tp	194	vinden	nl	31926	1261		195	finden	de	31926	1261
tp	194	vinden	nl	31926	1261		196	find	en	31926	1261
tp	195	finden	de	31926	1261		196	find	en	31926	1261
tp	201	fly	en	32157	1296		202	vliegen	nl	32157	1296
tp	201	fly	en	32157	1296		203	fliegen	de	32157	1296
tp	201	fly	en	32157	1296		206	fly	en	32157	1296
tp	202	vliegen	nl	32157	1296		203	fliegen	de	32157	1296
tp	202	vliegen	nl	32157	1296		206	fly	en	32157	1296
tp	203	fliegen	de	32157	1296		206	fly	en	32157	1296
tp	201	fly	en	32157	1297		206	fly	en	32157	1297
tp	204	vlieg	nl	5544	1297		205	Fliege	de	5544	1297
tp	209	floor	en	6062	1306		210	vloer	nl	6062	1306
tp	213	fire	en	5229	1326		214	vuur	nl	5229	1326
tp	213	fire	en	5229	1326		215	Feuer	de	5229	1326
tp	214	vuur	nl	5229	1326		215	Feuer	de	5229	1326
tp	216	foot	en	6025	1333		217	voet	nl	6025	1333
tp	216	foot	en	6025	1333		218	Fuß	de	6025	1333
tp	217	voet	nl	6025	1333		218	Fuß	de	6025	1333
tp	221	friend	en	5883	1399		222	vriend	nl	5883	1399
tp	221	friend	en	5883	1399		223	Freund	de	5883	1399
tp	222	vriend	nl	5883	1399		223	Freund	de	5883	1399
tp	225	vorst	nl	5950	1425		227	frost	en	5950	1425
tp	228	vogel	nl	22290	1428		229	Vogel	de	22290	1428
tp	230	fox	en	6147	1430		231	Fuchs	de	6147	1430
tp	234	full	en	50583	1443		235	vol	nl	50583	1443
tp	234	full	en	50583	1443		236	voll	de	50583	1443
tp	235	vol	nl	50583	1443		236	voll	de	50583	1443
tp	237	vochtig	nl	31875	1452		238	feucht	de	31875	1452
tp	239	fürchten	de	32846	1473		239	fürchten	de	32846	1473
tp	240	geest	nl	6703	1531		241	Geist	de	6703	1531
tp	242	gans	nl	6345	1577		243	Gans	de	6345	1577
tp	242	gans	nl	6345	1577		244	goose	en	6345	1577
tp	243	Gans	de	6345	1577		244	goose	en	6345	1577
tp	245	gast	nl	6350	1604		246	Gast	de	6350	1604
tp	248	give	en	42619	1626		248	give	en	42619	1626
tp	249	geven	nl	32950	1626		250	geben	de	32950	1626
tp	253	gå	da	33082	1563		254	go	en	33082	1563
tp	253	gå	da	33082	1563		256	gehen	de	33082	1563
tp	254	go	en	33082	1563		256	gehen	de	33082	1563
tp	261	gieten	nl	33716	1644		262	gießen	de	33716	1644
tp	263	glad	nl	33823	1659		264	glatt	de	33823	1659
tp	266	glass	en	7718	1663		267	Glas	de	7718	1663
tp	268	good	en	34171	1684		269	goed	nl	34171	1684
tp	268	good	en	34171	1684		270	gut	de	34171	1684
tp	269	goed	nl	34171	1684		270	gut	de	34171	1684
tp	271	graf	nl	7888	1690		272	Grab	de	7888	1690
tp	273	graven	nl	33907	1691		274	graben	de	33907	1691
tp	276	grass	en	7945	1702		277	Gras	de	7945	1702
tp	278	groot	nl	34030	1706		279	groß	de	34030	1706
tp	280	grau	de	33949	1717		281	grey	en	33949	1717
tp	286	groen	nl	34079	1739		287	grün	de	34079	1739
tp	288	ground	en	2136	1743		289	grond	nl	2136	1743
tp	296	heet	nl	34510	1822		297	heiß	de	34510	1822
tp	300	hals	nl	8591	1846		301	Hals	de	8591	1846
tp	305	heel	en	5083	1876		306	hiel	nl	5083	1876
tp	307	herfst	nl	9187	1883		308	Herbst	de	9187	1883
tp	312	hay	en	9320	1934		313	hooi	nl	9320	1934
tp	312	hay	en	9320	1934		314	Heu	de	9320	1934
tp	313	hooi	nl	9320	1934		314	Heu	de	9320	1934
tp	315	heap	en	8897	1931		316	hoop	nl	8897	1931
tp	318	horen	nl	35355	1932		319	hören	de	35355	1932
tp	318	horen	nl	35355	1932		366	horen	nl	35355	1932
tp	319	hören	de	35355	1932		366	horen	nl	35355	1932
tp	318	horen	nl	35355	2225		366	horen	nl	35355	2225
tp	367	Horn	de	9717	2225		368	horn	en	9717	2225
tp	320	houwen	nl	34398	1936		321	hauen	de	34398	1936
tp	322	hemel	nl	9448	1983		323	Himmel	de	9448	1983
tp	324	hair	en	8415	1957		325	haar	nl	8415	1957
tp	324	hair	en	8415	1957		326	Haar	de	8415	1957
tp	325	haar	nl	8415	1957		326	Haar	de	8415	1957
tp	329	heart	en	9276	1960		330	hart	nl	9276	1960
tp	329	heart	en	9276	1960		331	Herz	de	9276	1960
tp	330	hart	nl	9276	1960		331	Herz	de	9276	1960
tp	332	héri	is	8821	1910		332	héri	is	8821	1910
tp	332	héri	is	8821	1910		333	hare	en	8821	1910
tp	332	héri	is	8821	1910		333	hare	en	8821	1910
tp	334	haas	nl	8856	1910		335	Hase	de	8856	1910
tp	340	lopen	nl	37604	2020		341	laufen	de	37604	2020
tp	344	hoen	nl	9911	2088		345	Huhn	de	9911	2088
tp	346	roh	de	41576	2116		347	raw	en	41576	2116
tp	350	ring	en	36384	2140		350	ring	en	36384	2140
tp	354	hout	nl	9639	2202		355	Holz	de	9639	2202
tp	356	honey	en	9690	2205		358	Honig	de	9690	2205
tp	359	hond	nl	9949	2211		360	Hund	de	9949	2211
tp	361	hunger	en	9991	2214		362	honger	nl	9991	2214
tp	361	hunger	en	9991	2214		363	Hunger	de	9991	2214
tp	362	honger	nl	9991	2214		363	Hunger	de	9991	2214
tp	370	house	en	8941	2232		371	huis	nl	8941	2232
tp	370	house	en	8941	2232		372	Haus	de	8941	2232
tp	371	huis	nl	8941	2232		372	Haus	de	8941	2232
tp	375	wat	nl	51247	2262		377	was	de	51247	2262
tp	378	where	en	52376	2253		380	wo	de	52376	2253
tp	381	white	en	51640	2291		382	wit	nl	51640	2291
tp	381	white	en	51640	2291		383	weiß	de	51640	2291
tp	382	wit	nl	51640	2291		383	weiß	de	51640	2291
tp	385	ijlen	nl	29907	2309		386	eilen	de	29907	2309
tp	390	jaar	nl	10080	2356		391	Jahr	de	10080	2356
tp	392	young	en	35929	2370		393	jong	nl	35929	2370
tp	392	young	en	35929	2370		394	jung	de	35929	2370
tp	393	jong	nl	35929	2370		394	jung	de	35929	2370
tp	398	koud	nl	35955	2386		399	kalt	de	35955	2386
tp	404	keel	nl	10601	2427		405	Kehle	de	10601	2427
tp	406	kind	nl	10814	2447		407	Kind	de	10814	2447
tp	411	clay	en	12772	2462		412	klei	nl	12772	2462
tp	414	climb	en	36343	2480		415	klimmen	nl	36343	2480
tp	416	klinken	nl	36459	2481		417	klingen	de	36459	2481
tp	418	knie	nl	11219	2494		419	Knie	de	11219	2494
tp	423	cow	en	12003	2614		424	koe	nl	12003	2614
tp	423	cow	en	12003	2614		425	Kuh	de	12003	2614
tp	424	koe	nl	12003	2614		425	Kuh	de	12003	2614
tp	426	cool	en	37196	2510		427	koel	nl	37196	2510
tp	426	cool	en	37196	2513		427	koel	nl	37196	2513
tp	426	cool	en	37196	2513		428	kühl	de	37196	2513
tp	427	koel	nl	37196	2513		428	kühl	de	37196	2513
tp	434	creep	en	37117	2539		435	kruipen	nl	37117	2539
tp	436	kool	nl	11372	2568		437	coal	en	11372	2568
tp	439	koning	nl	11417	2585		440	König	de	11417	2585
tp	441	kunnen	nl	36717	2591		442	können	de	36717	2591
tp	444	kiss	en	37297	2606		445	kussen	nl	37297	2606
tp	444	kiss	en	37297	2606		446	küssen	de	37297	2606
tp	445	kussen	nl	37297	2606		446	küssen	de	37297	2606
tp	447	komen	nl	36704	2631		448	kommen	de	36704	2631
tp	449	lay	en	37940	2654		450	leggen	nl	37940	2654
tp	449	lay	en	37940	2654		451	legen	de	37940	2654
tp	450	leggen	nl	37940	2654		451	legen	de	37940	2654
tp	452	blijven	nl	28111	614		453	bleiben	de	28111	614
tp	455	lead	en	38076	2664		456	leiden	nl	38076	2664
tp	455	lead	en	38076	2664		457	leiten	de	38076	2664
tp	455	lead	en	38076	2664		464	lead	en	38076	2664
tp	456	leiden	nl	38076	2664		457	leiten	de	38076	2664
tp	456	leiden	nl	38076	2664		464	lead	en	38076	2664
tp	457	leiten	de	38076	2664		464	lead	en	38076	2664
tp	455	lead	en	38076	2717		464	lead	en	38076	2717
tp	459	lecken	de	37793	2681		488	lecken	de	37793	2681
tp	459	lecken	de	37793	2786		486	lick	en	37793	2786
tp	459	lecken	de	37793	2786		488	lecken	de	37793	2786
tp	486	lick	en	37793	2786		488	lecken	de	37793	2786
tp	465	lie	en	38394	2756		476	lie	en	38394	2756
tp	465	lie	en	38394	2781		466	liggen	nl	38394	2781
tp	465	lie	en	38394	2781		467	liegen	de	38394	2781
tp	465	lie	en	38394	2781		476	lie	en	38394	2781
tp	466	liggen	nl	38394	2781		467	liegen	de	38394	2781
tp	466	liggen	nl	38394	2781		476	lie	en	38394	2781
tp	467	liegen	de	38394	2781		476	lie	en	38394	2781
tp	465	lie	en	38394	2831		476	lie	en	38394	2831
tp	469	lezen	nl	38147	2749		470	lesen	de	38147	2749
tp	471	laten	nl	37541	2751		473	let	en	37541	2751
tp	474	lief	nl	38271	2754		475	lieb	de	38271	2754
tp	481	leben	de	37713	2779		482	leven	nl	37713	2779
tp	483	liver	en	12642	2780		484	Leber	de	12642	2780
tp	489	lekker	nl	37846	2787		490	lecker	de	37846	2787
tp	499	macht	nl	13513	2870		500	Macht	de	13513	2870
tp	501	man	en	13702	2914		502	Mann	de	13702	2914
tp	508	mjólk	is	14130	2979		510	Milch	de	14130	2979
tp	509	milk	en	38793	2974		511	melken	nl	38793	2974
tp	512	moon	en	14340	2983		513	maan	nl	14340	2983
tp	512	moon	en	14340	2983		514	Mond	de	14340	2983
tp	513	maan	nl	14340	2983		514	Mond	de	14340	2983
tp	515	month	en	14296	2984		516	maand	nl	14296	2984
tp	515	month	en	14296	2984		517	Monat	de	14296	2984
tp	516	maand	nl	14296	2984		517	Monat	de	14296	2984
tp	520	Mutter	de	14678	3051		521	mother	en	14678	3051
tp	523	moor	en	14418	3059		524	Moor	de	14418	3059
tp	527	mond	nl	14608	3081		528	Mund	de	14608	3081
tp	527	mond	nl	14608	3087		528	Mund	de	14608	3087
tp	530	morgunn	is	14503	3089		532	Morgen	de	14503	3089
tp	533	mouse	en	13847	3099		534	muis	nl	13847	3099
tp	533	mouse	en	13847	3099		535	Maus	de	13847	3099
tp	534	muis	nl	13847	3099		535	Maus	de	13847	3099
tp	536	midge	en	14567	3069		537	mug	nl	14567	3069
tp	536	midge	en	14567	3069		538	Mücke	de	14567	3069
tp	537	mug	nl	14567	3069		538	Mücke	de	14567	3069
tp	539	Nabel	de	14777	3104		540	navel	en	14777	3104
tp	541	nail	en	14982	3110		543	Nagel	de	14982	3110
tp	544	night	en	14869	3113		545	nacht	nl	14869	3113
tp	544	night	en	14869	3113		546	Nacht	de	14869	3113
tp	544	night	en	14869	3113		547	nótt	is	14869	3113
tp	545	nacht	nl	14869	3113		546	Nacht	de	14869	3113
tp	545	nacht	nl	14869	3113		547	nótt	is	14869	3113
tp	546	Nacht	de	14869	3113		547	nótt	is	14869	3113
tp	548	naked	en	39133	3115		549	naakt	nl	39133	3115
tp	548	naked	en	39133	3115		550	nackt	de	39133	3115
tp	549	naakt	nl	39133	3115		550	nackt	de	39133	3115
tp	548	naked	en	39133	3117		549	naakt	nl	39133	3117
tp	548	naked	en	39133	3117		550	nackt	de	39133	3117
tp	549	naakt	nl	39133	3117		550	nackt	de	39133	3117
tp	554	nose	en	15111	3199		555	neus	nl	15111	3199
tp	557	nass	de	39276	3126		558	nat	nl	39276	3126
tp	560	nevel	nl	15171	3140		561	Nebel	de	15171	3140
tp	562	nemen	nl	39406	3149		563	nehmen	de	39406	3149
tp	564	needle	en	14904	3166		565	naald	nl	14904	3166
tp	564	needle	en	14904	3166		566	Nadel	de	14904	3166
tp	565	naald	nl	14904	3166		566	Nadel	de	14904	3166
tp	567	new	en	39483	3179		568	nieuw	nl	39483	3179
tp	571	nest	en	15245	3155		572	Nest	de	15245	3155
tp	574	Ufer	de	22082	3208		575	oever	nl	22082	3208
tp	576	path	en	15953	3227		577	pad	nl	15953	3227
tp	576	path	en	15953	3227		578	Pfad	de	15953	3227
tp	577	pad	nl	15953	3227		578	Pfad	de	15953	3227
tp	589	ruiken	nl	41485	3329		590	riechen	de	41485	3329
tp	606	sea	en	13916	3413		607	zee	nl	13916	3413
tp	608	See	de	19105	3413		609	See	de	19105	3413
tp	611	salt	en	17473	3429		612	zout	nl	17473	3429
tp	611	salt	en	17473	3429		613	Salz	de	17473	3429
tp	612	zout	nl	17473	3429		613	Salz	de	17473	3429
tp	611	salt	en	17473	3431		612	zout	nl	17473	3431
tp	614	Sand	de	17547	3441		615	sand	en	17547	3441
tp	614	Sand	de	17547	3441		616	zand	nl	17547	3441
tp	615	sand	en	17547	3441		616	zand	nl	17547	3441
tp	622	sink	en	50145	3548		650	sink	en	50145	3548
tp	648	zinken	nl	46190	3548		649	sinken	de	46190	3548
tp	623	zetten	nl	44861	3463		624	setzen	de	44861	3463
tp	625	seven	en	45919	3471		626	zeven	nl	45919	3471
tp	625	seven	en	45919	3471		627	sieben	de	45919	3471
tp	626	zeven	nl	45919	3471		627	sieben	de	45919	3471
tp	629	zaad	nl	17349	3475		630	Saat	de	17349	3475
tp	631	zes	nl	44641	3481		632	sechs	de	44641	3481
tp	633	zien	nl	44748	3485		634	sehen	de	44748	3485
tp	633	zien	nl	44748	3485		635	see	en	44748	3485
tp	633	zien	nl	44748	3485		641	see	en	44748	3485
tp	634	sehen	de	44748	3485		635	see	en	44748	3485
tp	634	sehen	de	44748	3485		641	see	en	44748	3485
tp	635	see	en	44748	3485		641	see	en	44748	3485
tp	638	sit	en	46228	3556		639	zitten	nl	46228	3556
tp	638	sit	en	46228	3556		640	sitzen	de	46228	3556
tp	639	zitten	nl	46228	3556		640	sitzen	de	46228	3556
tp	642	silver	en	19299	3537		643	zilver	nl	19299	3537
tp	642	silver	en	19299	3537		644	Silber	de	19299	3537
tp	643	zilver	nl	19299	3537		644	Silber	de	19299	3537
tp	645	sing	en	46116	3545		646	zingen	nl	46116	3545
tp	645	sing	en	46116	3545		647	singen	de	46116	3545
tp	646	zingen	nl	46116	3545		647	singen	de	46116	3545
tp	652	shadow	en	17797	3566		654	Schatten	de	17797	3566
tp	655	scharf	de	42390	3602		656	sharp	en	42390	3602
tp	655	scharf	de	42390	3602		657	scherp	nl	42390	3602
tp	656	sharp	en	42390	3602		657	scherp	nl	42390	3602
tp	664	schuiven	nl	42743	3631		665	schieben	de	42743	3631
tp	671	shoe	en	18672	3664		673	Schuh	de	18672	3664
tp	681	schuld	nl	18724	3680		682	Schuld	de	18724	3680
tp	683	slaan	nl	42957	3699		684	schlagen	de	42957	3699
tp	686	sleep	en	42939	3708		687	slapen	nl	42939	3708
tp	686	sleep	en	42939	3708		688	schlafen	de	42939	3708
tp	687	slapen	nl	42939	3708		688	schlafen	de	42939	3708
tp	689	Schlitten	de	18119	3714		690	slee	nl	18119	3714
tp	691	smelten	nl	43491	3740		692	schmelzen	de	43491	3740
tp	693	snow	en	18453	3766		694	sneeuw	nl	18453	3766
tp	693	snow	en	18453	3766		695	Schnee	de	18453	3766
tp	694	sneeuw	nl	18453	3766		695	Schnee	de	18453	3766
tp	697	sun	en	19497	4032		698	zon	nl	19497	4032
tp	699	zoeken	nl	47710	3794		700	suchen	de	47710	3794
tp	701	spade	en	19594	3804		702	Spaten	de	19594	3804
tp	705	sprechen	de	46701	3852		706	speak	en	46701	3852
tp	705	sprechen	de	46701	3852		707	spreken	nl	46701	3852
tp	706	speak	en	46701	3852		707	spreken	nl	46701	3852
tp	712	staff	en	20039	3867		713	staf	nl	20039	3867
tp	712	staff	en	20039	3867		714	Stab	de	20039	3867
tp	713	staf	nl	20039	3867		714	Stab	de	20039	3867
tp	716	stone	en	20366	3880		717	steen	nl	20366	3880
tp	716	stone	en	20366	3880		718	Stein	de	20366	3880
tp	717	steen	nl	20366	3880		718	Stein	de	20366	3880
tp	719	stang	nl	20183	3894		720	Stange	de	20183	3894
tp	722	sterk	nl	46844	3901		723	stark	de	46844	3901
tp	726	steken	nl	46920	3927		727	stechen	de	46920	3927
tp	728	steal	en	47042	3910		729	stelen	nl	47042	3910
tp	728	steal	en	47042	3910		730	stehlen	de	47042	3910
tp	729	stelen	nl	47042	3910		730	stehlen	de	47042	3910
tp	731	sterben	de	47227	3912		732	sterven	nl	47227	3912
tp	735	stijgen	nl	47100	3923		736	steigen	de	47100	3923
tp	741	stoel	nl	20921	3940		742	Stuhl	de	20921	3940
tp	749	stok	nl	20625	3979		750	Stock	de	20625	3979
tp	751	zomer	nl	19433	4015		752	summer	en	19433	4015
tp	753	sound	en	36445	4020		753	sound	en	36445	4020
tp	754	zonde	nl	21160	4023		755	Sünde	de	21160	4023
tp	756	zoon	nl	19420	4034		757	Sohn	de	19420	4034
tp	758	sour	en	42282	4045		759	zuur	nl	42282	4045
tp	758	sour	en	42282	4045		760	sauer	de	42282	4045
tp	759	zuur	nl	42282	4045		760	sauer	de	42282	4045
tp	763	swan	en	18835	4063		764	zwaan	nl	18835	4063
tp	763	swan	en	18835	4063		765	Schwan	de	18835	4063
tp	764	zwaan	nl	18835	4063		765	Schwan	de	18835	4063
tp	769	zwaar	nl	44478	4088		770	schwer	de	44478	4088
tp	771	sister	en	19045	4097		771	sister	en	19045	4097
tp	771	sister	en	19045	4097		772	zuster	nl	19045	4097
tp	771	sister	en	19045	4097		773	Schwester	de	19045	4097
tp	771	sister	en	19045	4097		772	zuster	nl	19045	4097
tp	771	sister	en	19045	4097		773	Schwester	de	19045	4097
tp	772	zuster	nl	19045	4097		773	Schwester	de	19045	4097
tp	774	sweet	en	47666	4119		775	zoet	nl	47666	4119
tp	774	sweet	en	47666	4119		776	süß	de	47666	4119
tp	775	zoet	nl	47666	4119		776	süß	de	47666	4119
tp	778	tear	en	52870	4123		791	tear	en	52870	4123
tp	778	tear	en	52870	4170		791	tear	en	52870	4170
tp	783	teken	nl	23827	4126		784	Zeichen	de	23827	4126
tp	786	tand	nl	23689	4146		787	Zahn	de	23689	4146
tp	788	ten	en	52665	4162		789	tien	nl	52665	4162
tp	788	ten	en	52665	4162		790	zehn	de	52665	4162
tp	789	tien	nl	52665	4162		790	zehn	de	52665	4162
tp	793	tijd	nl	23868	4184		794	Zeit	de	23868	4184
tp	801	tongue	en	23980	4255		802	tong	nl	23980	4255
tp	801	tongue	en	23980	4255		803	Zunge	de	23980	4255
tp	802	tong	nl	23980	4255		803	Zunge	de	23980	4255
tp	805	twee	nl	53737	4267		806	zwei	de	53737	4267
tp	807	zwölf	de	53902	4269		808	twelve	en	53902	4269
tp	807	zwölf	de	53902	4269		809	twaalf	nl	53902	4269
tp	808	twelve	en	53902	4269		809	twaalf	nl	53902	4269
tp	811	dak	nl	3061	4770		812	Dach	de	3061	4770
tp	814	think	en	28924	4777		815	denken	nl	28924	4777
tp	814	think	en	28924	4777		839	think	en	28924	4777
tp	815	denken	nl	28924	4777		839	think	en	28924	4777
tp	814	think	en	28924	4881		839	think	en	28924	4881
tp	816	there	en	29189	4780		817	daar	nl	29189	4780
tp	818	thick	en	29037	4796		819	dik	nl	29037	4796
tp	818	thick	en	29037	4796		820	dick	de	29037	4796
tp	819	dik	nl	29037	4796		820	dick	de	29037	4796
tp	823	thigh	en	15522	4809		824	dij	nl	15522	4809
tp	827	flee	en	32193	1298		828	fliehen	de	32193	1298
tp	830	draaien	nl	29294	4849		831	drehen	de	29294	4849
tp	832	draad	nl	4533	4850		833	thread	en	4533	4850
tp	834	three	en	29348	4862		835	drie	nl	29348	4862
tp	834	three	en	29348	4862		836	drei	de	29348	4862
tp	835	drie	nl	29348	4862		836	drei	de	29348	4862
tp	840	thin	en	29696	4883		841	dun	nl	29696	4883
tp	840	thin	en	29696	4883		842	dünn	de	29696	4883
tp	841	dun	nl	29696	4883		842	dünn	de	29696	4883
tp	843	dorp	nl	3409	4893		844	Dorf	de	3409	4893
tp	845	ofn	is	15604	4301		846	Ofen	de	15604	4301
tp	849	onder	nl	49096	4311		850	unter	de	49096	4311
tp	851	owl	en	4510	4356		852	uil	nl	4510	4356
tp	851	owl	en	4510	4356		853	Eule	de	4510	4356
tp	852	uil	nl	4510	4356		853	Eule	de	4510	4356
tp	857	wekken	nl	51412	4432		858	wecken	de	51412	4432
tp	863	wet	en	39287	4575		863	wet	en	39287	4575
tp	869	weg	nl	22635	4529		870	Weg	de	22635	4529
tp	875	worden	nl	51897	4562		876	werden	de	51897	4562
tp	877	weather	en	22942	4526		879	Wetter	de	22942	4526
tp	882	wind	en	23139	4628		883	Wind	de	23139	4628
tp	886	wij	nl	52293	4666		887	wir	de	52293	4666
tp	888	wolf	en	23280	4731		889	Wolf	de	23280	4731
tp	890	wool	en	23406	4738		891	wol	nl	23406	4738
tp	890	wool	en	23406	4738		892	Wolle	de	23406	4738
tp	891	wol	nl	23406	4738		892	Wolle	de	23406	4738
tp	893	wonen	nl	52488	4743		894	wohnen	de	52488	4743
tp	895	wish	en	52596	4747		896	wensen	nl	52596	4747
tp	895	wish	en	52596	4747		897	wünschen	de	52596	4747
tp	896	wensen	nl	52596	4747		897	wünschen	de	52596	4747
tp	898	word	en	23420	4749		899	woord	nl	23420	4749
tp	898	word	en	23420	4749		900	Wort	de	23420	4749
tp	899	woord	nl	23420	4749		900	Wort	de	23420	4749
fp	3	own	en	27350	146		3	own	en	27350	4329
fp	5	eleven	en	30450	174		6	elf	nl	30450	245
fp	6	elf	nl	30450	174		6	elf	nl	30450	245
fp	9	ache	en	43564	221		9	ache	en	43564	222
fp	15	end	en	30487	311		15	end	en	30487	312
fp	16	angle	en	23175	319		16	angle	en	23175	320
fp	22	Arbeit	de	674	350		22	Arbeit	de	674	352
fp	29	east	en	15864	415		29	east	en	15864	416
fp	29	east	en	15864	415		29	east	en	15864	416
fp	30	ear	en	15616	124		30	ear	en	15616	361
fp	48	bear	en	1323	559		48	bear	en	1323	570
fp	48	bear	en	1323	559		49	beer	nl	1323	459
fp	48	bear	en	1323	559		49	beer	nl	1323	570
fp	48	bear	en	1323	559		50	Bär	de	1323	459
fp	48	bear	en	1323	559		50	Bär	de	1323	570
fp	48	bear	en	1323	570		49	beer	nl	1323	459
fp	48	bear	en	1323	570		50	Bär	de	1323	459
fp	49	beer	nl	1323	459		49	beer	nl	1323	570
fp	49	beer	nl	1323	459		50	Bär	de	1323	570
fp	49	beer	nl	1323	570		50	Bär	de	1323	459
fp	50	Bär	de	1323	459		50	Bär	de	1323	570
fp	53	bright	en	34598	564		53	bright	en	34598	626
